C_4515307920996332,2,您好，此次初赛的赛制，题型设置都不错，但是有一个问题——没说是多少道题。所以包括我在内，肯定有不少人都没把握好时间，导致题没做完，进而很有可能无法进入下一环节。希望组委会如果有第三季的话，可以说下测试有多少道题，比如你说有50道，60道，我们肯定能更好的安排答题的时间，谢谢，望采纳！
C_4515308078939056,2,您好，此次初赛的赛制，题型设置都不错，但是有一个问题——没说是多少道题。所以包括我在内，肯定有不少人都没把握好时间，导致题没做完，进而很有可能无法进入下一环节。希望组委会如果有第三季的话，可以说下测试有多少道题，比如你说有50道，60道，我们肯定能更好的安排答题的时间，谢谢，望采纳！
C_4515310101804931,1,生日快乐！！！桃总 评论配图
C_4515314170347385,1,期待第二季还是三位真火，我要致电咋们玺子哥
C_4515320066665485,1,求原图啊谢谢
C_4515321190614235,2,up
C_4515323225640432,1,哈哈哈哈哈哈哈哈哈哈哈
C_4515328190741968,1,我家苔无所不能
C_4515334436320633,1,不错
C_4515372340038549,2,健身
C_4515417672805807,1,❤️
C_4515419296064111,1,天使
C_4515421372632025,1,哈哈哈哈哈哈哈哈哈
C_4515441035366081,1,好看
C_4515457875121791,2,@时光影册
C_4515479651538650,2,。
C_4515486971151289,1,太棒啦!!!恭喜
C_4515487201591829,1,千世最优秀！
C_4515491555917368,1,千总流批！！！
C_4515491887120679,1,我们也是冠军粉啦
C_4515492276162600,1,恭喜领导
C_4515492667105120,1,太棒了
C_4515493551785720,1,靓窄超级棒！！！我们是冠军！！！
C_4515494121746934,1,恭喜恭喜
C_4515494625022276,1,殊不知你是多少游戏区up主的偶像，会一直关注你的，初心不变
C_4515495673801233,1,恭喜恭喜
C_4515495838092548,1,恭喜恭喜
C_4515497565194899,1,领导牛批
C_4515507489394970,1,好看诶
C_4515511587135554,1,恭喜ts！！！，世冠加油！！！
C_4515512240944872,1,千世nb
C_4515515349998057,0,怎么留言越来越少了
C_4515515450418916,2,你倒是回复两个呀哥
C_4516056075491312,0,爬爬爬
C_4586136138423777,2,我们俩是平行线
C_4586136233579277,2,是新品吗
C_4586136263987083,2,爷爷爷爷
C_4586137110456696,1,云锅要拍戏了吗？好久不见，很期待
C_4586137475363008,0,哭了
C_4586138642417642,2,你也是
C_4586141896410735,2,投资的话绿地新城里  考虑自住滨江CBD板块
C_4586142454777138,1,这个频率看到姐姐，太幸福了吧
C_4586147033920239,2,Eos la more 去年的吧
C_4586153586728376,2,活抓黑苹果
C_4586155272052241,0,那你别问我啊
C_4586162817597546,1,好开心可以在圣诞夜听到姐姐的歌声，看到姐姐伤势恢复后的精彩演唱，泪目了很感动哦！Merry Christmas 
C_4586164445776566,2,瞳子哥
C_4586165522405422,2,Comment with pics http
C_4586165808141942,0,啥b
C_4586166608729669,1,yes
C_4586166629960035,2,本来还想着 你要是再不发wb！我会私信甜甜你了
C_4586167586521679,2,求求出泰罗
C_4586167998356499,0,居然木有露脸！讨厌
C_4586168513468070,2,东方印
C_4599725934248876,1,是虚假的互联网里真的很真实的语言，有被打动到，要加油啊！
C_4599729490758271,1,嘿嘿  摇粒绒买的xl  太舒服了在家也穿
C_4599736496297325,2,帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥帥
C_4599747019544647,0,双双不知所措
C_4599751133898516,2,去了呀
C_4599751855574823,1,每个人都在为自己想要的生活努力 只是努力的方式不同罢了
C_4599752328491417,0,我申请了好多次粉丝群，渺无音讯
C_4599753356618445,1,生日快乐呀
C_4599754817020462,1,汀，求包包链接，真好看啊，生日快乐汀汀
C_4599755202631667,2,想问图三大衣
C_4599761841171791,1,汀生日快乐呀，哈哈哈竟然跟你同一天生日
C_4599768331060760,0,现在外面回来得隔离一周
C_4657537150620186,2,一首周慧敏的（别问我是谁）送给你
C_4657537275658493,2,了
C_4657537351418516,2,补一张拿出去被人问了好多次 评论配图
C_4657537587088090,2,本宝宝
C_4657537728906444,2,大明白 意志坚定点 别轻易尝试
C_4657538006257375,2,怎么哪里都有你
C_4657538572224721,1,今天在南昌看到田老师了，本人和电视上一模一样，老帅老帅的
C_4657538627536768,1,你们真是太好看啦
C_4657538941583614,1,祝李宇 永远自由舞蹈跳热爱的舞蹈💙今晚太美好了！
C_4657539038315678,0,还叫不叫啦？断畜孝子，7.25亲手送你离开季后赛边缘
C_4657539197440600,0,还叫不叫啦？断畜孝子，7.25亲手送你离开季后赛边缘
C_4657539305706205,1,真的好暖
C_4657539335586069,1,第一张就很绝了
C_4657539829991805,1,永远自由起舞
C_4657539985969769,0,你在说什么呢？在你🐎坟头给我念碑文呢？
C_4657540031320280,1,明天演出加油！
C_4657540174976094,1,演的太好了，喜欢
C_4657540350348386,1,哈哈哈哈哈哈哈哈
C_4657540351401008,1,笑死我了
C_4657540417457141,0,辣鸡wink不要坑我姜尸割割
C_4668098541520210,1,woc，美女贴贴
C_4676604440087319,2,也是摆拍哈哈哈
C_4676607904848087,1,祝福小文具帅哥美女好亮眼
C_4676608230687090,1,哈哈哈哈我觉得还挺好的呀
C_4676609414008285,1,哈哈哈哈哈哈哈
C_4676609444151603,1,哈哈哈哈哈哈哈
C_4676618888415602,2,孝心
C_4676618989341783,2,领导落户了啊
C_4676619719938304,0,都在等龙五，我看呀到死都不一定有
C_4676620466782652,2, 评论配图
C_4676621602133040,2,所以啥时候更新车间，听得都快背下来了
C_4676621665044054,0,头发给脸又让了点位置  这下脸更长了
C_4676621782485411,2,走起
C_4676622726203639,1,好耶
C_4676622865664745,1,真的很细节 连图片排序都是按照女一二四五 男一二三四 来排的
C_4676623330446920,1,恰恰说明没问题啊，这么折腾都没事。
C_4676623720254307,2,提车了吗
C_4676624118974789,2,开学就发个开心的图···然后你就会丧失一堆学生粉
C_4676624476275259,2,45!
C_4676624551249493,0,尬的寒王手都不会说话了
C_4676625280534862,1,大长腿
C_4676625314352636,0,章导？一个戏都演不好的就别来拍戏了。浪费资源。
C_4676625461149941,0,算了，我都不屑说你，删评了
C_4676625508078717,2,右手拿着手机说工作间隙
C_4676626166581218,2,算了，你自嗨吧
C_4676626350606702,1,啊啊啊啊啊啊 亲亲
C_4676626716035631,0,伊斯兰教压制女性使这些国家的妈妈没有文化受压迫而忍气吞声，这样环境下培养出来的孩子也有人格缺陷，长大了却不为母亲和姐妹发声明显丧失正义感
C_4676626749065757,2,对啊55
C_4676626812240311,2,玉崽高反严重吗
C_4676627054986825,1,哈哈可爱宝贝，今晚看欧阳红，舍不得呜呜呜，九月快乐
C_4676627310580759,2,家里之前那辆
C_4676627415433709,2,海报没有亨利
C_4676627562760606,2,高质量男性U0001f9cd♂️
C_4676627999752467,0,我差点信了
C_4676628145506247,0,保安的三观真的有点感人
C_4676629370506124,1,太牛辣
C_4676629874344257,1,摸到up微博来点赞，好好听！
C_4676630515024168,2,不高产你就完蛋了
C_4676630779266214,0,笑拉了  不会有人会碰小米吧？？不会有人主队被剃光头了还在这吠吧？
C_4676630989243691,2,紫霞神功，毁天灭地！！
C_4676631308275469,0,章子怡导演？？？
C_4679588603759946,0,拽b 拽b 傻b
C_4681808195354683,1,太帅了吧
C_4683986863657724,1,哥，你是最棒的，真的
C_4683986926833453,1,龙队中秋快乐
C_4683986947807800,1,加油
C_4683986997879812,1,全运会，龙队团体最后输给了樊振东，但是仅仅只有两分的落后，在我心里你还是最最优秀的乒乓球运动员我爱你呀龙队
C_4683987450598286,1,简直太棒了男神发型
C_4683987458982039,1,身材这么好还要健身还让不让其他的女孩子活了
C_4683987626495679,1,马龙呀，龙队呀，中秋节快乐哦，虽然今天的结果可能不完美，但过程却足够精彩，要永远相信自己，期待下一次与你的相遇。
C_4683987643273740,1,梦见小摸了，节日快乐
C_4683987702514916,1,龙队很棒！辛苦了！中秋快乐！
C_4683987735811836,1,龙队加油
C_4683987791122053,1,龙队你很棒！！！
C_4683987870552441,2,有种经典就是悲悯，是众生皆苦慈悲为怀。 “能不能多点快乐片段”是如此， “岁月奉献给季节如此”如此， “曲终人散最后一瞥”亦如此。 人生代代无穷己，江月年年只相似。 哪怕只有几瞬，能得暂时超脱，少计较怨恨苦闷，也不枉这片月，无差别地照耀人间了
C_4683988017614090,1,虽有遗憾，但是马龙你就是最最让人安心的存在！！！接下来的男双比赛继续加油哦！！（另外祝小马中秋节快乐～要记得吃月饼哦U0001f96e
C_4683988088655421,2,你为什么只放你赢了的截图
C_4683988242797206,1,我了解我了解，真的好吃
C_4683988255906575,2,没吃饼饼吃了好多蛋黄酥
C_4683988260357596,1,辛苦啦龙队 记得吃月饼U0001f96e中秋快乐
C_4683988368887792,1,唱的太好听了哥
C_4683989555616984,2,！
C_4683989674104757,0,哦，下次不点了
C_4683990499335157,0,确实~很多人连善良都做不到
C_4683990559361062,1,纯路人，请问这是仙女吗？
C_4683990987178355,1,太有气质了 爱了
C_4683992924422898,2,bbjkm
C_4683992933075438,2,bbjkmbnnk
C_4683993607310505,2,bbb
C_4683993968284014,0,北京天津我说累了
C_4683995113330378,2,公示的东西尽量还是不要发出来，防人之心不可无啊小姑娘
C_4683995368915304,2,bhj
C_4683995377568388,2,vbjj
C_4683995386222168,2,vbjjnmvhk
C_4683995398802901,2,bnjl
C_4683995406671952,2,bnjlbnkk
C_4683995419249409,2,bnjlbnkkghjio
C_4683995437078227,2,bnkk
C_4683995449134326,2,bnkkjjko
C_4683995482423565,2,bnkkjjkohjkohjkobjkl
C_4683995491600467,2,bnkl
C_4683995500253821,2,bnkljkkl
C_4683995642600977,2,bnjk
C_4683995654655061,2,bnjkbnkl
C_4683995666711654,2,bnjkbnklbjkk
C_4683995675105665,2,jkkp
C_4683997432780743,0,是还没消肿吗？求你了，别再整了
C_4684027267647311,0,？
C_4684032342754831,2,失踪人口回归
C_4684036125230682,0,不要再有这种莫名难受的情绪了好不好真的太难受了 又折磨我一个星期了...
C_4684036133880738,2,味道如何？
C_4684036398646641,1,👍
C_4684038377832843,2,笑死
C_4684039657357725,2,笑死
C_4684042651304685,2,能过审一下吗
C_4684043054481730,2,心疼丁丁
C_4684043582964071,0,笑死了 丁姐尴尬吗
C_4684047537930908,0,没过审 被删了
C_4684101527011429,0,说得好下次不许再说了
C_4684109119750963,1,不错啊
C_4684119285695887,2,下次我们的农业话题你来做！！
C_4684119517168171,1,六宝中秋快乐
C_4684119780622983,1,太好看了吧
C_4684121361613999,1,一定会的!
C_4684121748014125,2,//@M鹿M:山河已无恙，盼英雄归故乡！#送英雄回家#
C_4684122926088658,1,月亮都没你好看
C_4684123610022430,1,满意。就是这饺子看着馅儿有点小
C_4684124750610614,0,100W一条 有群不拉 你不配
C_4684125577413047,0,别老照镜子就不作呕了
C_4684125699311197,0,不好好复读，就知道玩
C_4684127527242193,0,你就等着进去呗你， 网络恶意造谣 妖言惑众，拜拜了你诶
C_4684127686886991,0,什么叫质疑啊，这不是事实？
C_4684130883996279,1,小黄好好看
C_4684131060155641,2,李教练怎么样了，傅爸爸
C_4684131583133328,1,大早上收获美女夸奖好开心
C_4684131978185130,1,宝贝太棒啦！
C_4684132154343450,1,你比秋天更让人心动
C_4684133684478419,2,就你最会说话
C_4684134427394189,1,姐姐好美 来贴贴
C_4684134591499062,2,啊呀、谈对象了
C_4684140735367641,1,真不错
C_4684150449377417,1,希望offer快乐开题顺利
C_4684150550300535,1,啊小邱非 迟到的生日快乐
C_4684150910748169,2,哈哈哈在一个DIY奶油胶的地方自己做的
C_4684151066198502,2,那是108，你少算了两斤哈哈哈
C_4684151317856275,1,佳怡棒棒！
C_4684151372383158,2,cici 你太美 让我只看图片忽略了文字没参与抽奖你信吗
C_4684151418522144,1,哈哈哈哈哈哈哈哈
C_4684151515776046,1,生日快乐
C_4684151611722625,1,哈哈哈哈原来是真的啊
C_4684151758522964,1,祝你们幸福
C_4684151804921752,1,我的宝藏🐟要继续闪闪发光哦
C_4684152069162688,2,兰兰🔥
C_4684152228547208,2,勿忘国耻！
C_4684152370364758,2,Funny
C_4684152714300271,1,第二张也太好看了吧
C_4684152795037986,1,万一中秋快乐永远快乐
C_4684153121146985,1,哎呀，真好看
C_4684153138972130,2,。
C_4684153200578353,1,帅哥美女一起拿捏了
C_4684153221812886,0,好猥琐的眼神
C_4684153469275797,0,能别参加了吗
C_4684153805078549,1,啊啊啊啊啊啊仙女下凡
C_4684153968134025,1,皮肤好好啊！
C_4684154040748804,1,壹姐从小感受这么棒的音乐好幸福呢
C_4684154178111968,0,太辛苦了，大家别再让她加油了。
C_4684154237092887,0,问下哈，开个学再看就没有这个电影的影子了，它上了吗？
C_4684154324910144,1,但是你是最帅的
C_4684154414040427,1,中秋快乐
C_4684154438683557,1,哈哈哈哈哈哈头发扎的巧
C_4684154530956297,2,是啊是啊，第一次去
C_4684154605667733,0,女孩子同时关心68人很正常 是所有女孩子都会犯的错
C_4684154631881233,1,好努力。 加油哦
C_4684154647872723,2,昨天在大湾区晚会看见你表演，别再瘦啦
C_4684154761904751,0,另外中国现在有3000万光棍，如何解决这一问题？
C_4684154849460336,1,甲鱼最棒
C_4684155114490373,0,说话太直有时候不太好，情商不高，又不是很熟的那种，别人可能会get不到那个点
C_4684155155121212,1,美女子穿的是什么鞋子！
C_4684155214106410,1,哈哈哈哈哈哈
C_4684155247398705,1,厉害希望有一天我可以我可以去现场为你加油
C_4684155281737078,2,这给我没充值就能看的？
C_4684155617543009,1,宝贝中秋节快
C_4684155634320472,2,乐
C_4684155932116843,1,要开心
C_4684155944438012,1,快乐
C_4684155994769648,2,我以为忘记密码了
C_4684156016264239,1,都好美啊救命啊
C_4684156061353305,1,姐姐你好美
C_4684156074983846,1,中秋快乐～
C_4684156351021167,1,好听快点巡演吧！
C_4684156544484991,2,曾可妮曾不错@曾可妮Jenny-Z 😆
C_4684156560474182,2,曾可妮曾不错@曾可妮Jenny-Z 😁
C_4684156568864741,2,曾可妮曾不错@曾可妮Jenny-Z 😬
C_4684156581188532,2,？你谁
C_4684156585904559,2,曾可妮曾不错@曾可妮Jenny-Z 😍
C_4684156602679962,2,曾可妮曾不错@曾可妮Jenny-Z 😁
C_4684156615264614,2,曾可妮曾不错@曾可妮Jenny-Z 😀
C_4684156616050126,1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
C_4684156649080130,2,曾可妮曾不错@曾可妮Jenny-Z 😙
C_4684156661927107,2,曾可妮曾不错@曾可妮Jenny-Z 😃
C_4684156925903109,1,真棒
C_4684156941896378,1,中秋快乐
C_4684157286090615,2,来报道了切切
C_4684157353985319,1,中秋快乐！
C_4684157446259433,0,你心无旁骛专注演戏，不搞副业、不谈恋爱、不结婚生子，不是为了和不专业的人一起拍戏。多看点严肃文学，多研究文艺理论，不要耗在偶像剧里。拍得再好的偶像剧终究也只是个偶像剧，文艺价值是很低的。何况目前这个偶像剧还不知道行不行，对手演员那么差，剧组又连个像样的编剧都没有。
C_4684157609577935,2,开了小号都在小号玩了hhhhhh
C_4684157625568314,2,秀儿
C_4684157743006056,2,好像方媛黑料你都在场围观一样
C_4684158306092030,1,中秋快乐希望开心快乐
C_4684158364811924,1,中秋快乐哦 一定要开心哦
C_4684162982742338,1,可恶 好听到不行
C_4684163129806271,1,好帅
C_4684163167552515,0,太多了看不下去
C_4684163280013554,2,不嫌多不嫌多 再多拍点吧
C_4684163297575128,1,哇哦看着真不错
C_4684163560508807,2,@ZippoLp
C_4684163703901536,1,意义非凡中秋快乐
C_4684163904962965,2,成都成都
C_4684163960014990,0,飞宇，张翠萍和杜秀娟，是不是把她俩7月8月9月这段时间盗用我的微博号去各种作孽各种作孽，都讹给了张杰、老赵、大雄和其他负责人呀？这俩渣子盗用我微博号、QQ浏览器账号、快报账号具体都写了什么呀？
C_4684164290577231,2,图片评论 评论配图
C_4684164336976540,1,姐妹 你好有想法 很酷
C_4684164441310714,2,早
C_4684164441313356,1,看起来不错哎
C_4684164563732593,0,两人的老公、孩子来了很多天了，想让她们露面，把能解决的问题一一解决，比如退还她们利用盗窃软件盗取的款项什么的，两人死都不肯！！
C_4684164588637470,1,在推荐里看到美女！！
C_4684164890101166,2,You are more than what you have become.
C_4684165059183020,1,世纪佳人
C_4684165091427328,2,可以求个原图吗！
C_4684165196549088,2,白色
C_4684165372971526,2,@一只圆猪
C_4684165435360977,2,磕疯了
C_4684165435361703,2,好久不见
C_4684165512169239,1,喜欢这种轻柔的声音，悦耳好听
C_4684165569839640,2,给妮热广告
C_4684165749935094,2,桃
C_4684165771953563,1,辛苦了❤️
C_4684165809964916,0,早晨我去看了两个人远程操控影楼里的老板们，花了不知多少钱，承租的新经营地址（驻地媒体应该会告诉你们，我今早有手机录像），乱成一团！装修好的话，还不定需要多久呢，这俩渣子就运灵驱使着楼下所有的人，把这边都拆完了……
C_4684165838275194,1,这一对太让人羡慕！神仙颜值！性格也好！还有可爱的女儿！千万要一直幸福下去！
C_4684165859247588,1,好好听
C_4684165976424865,1,你的电量颜色好特别
C_4684166001591388,1,还是真情侣甜
C_4684166031477129,0,呜呜呜呜呜呜
C_4684166064506648,2,一会看
C_4684166136334603,2,那不就是我么 阿崔爱我一下
C_4684166204230301,0,对别人目的的妄加议论，不仅不会显示出自己的智慧，只会让人感受到一种莫名其妙的恶意
C_4684166208424875,2,阿崔阿崔看看我吧
C_4684166215765711,1,张翠萍和杜秀娟说，这是让全社会看看她们的本事！！
C_4684166359154731,0,这么多还能叫特别关注吗
C_4684166518538950,2,想报名 哪里加的？
C_4684166749229202,2,是不是又甜又腻
C_4684166819480489,0,根本就不需要，并没有人和我说话，不爱交际的我没有朋友没有同事
C_4684166883706949,2,不会是吃了五仁馅儿的吧
C_4684167042564742,0,顶流就是不一样哈，七年拍一部剧
C_4684167385713413,2,深圳的有人一起吗
C_4684167415335291,2,碎碎念的秋怡
C_4684167452823341,2,恭喜哥哥成为菲洛嘉全球首位代言人 ，和你一起“膜”力出击，心动“凯”启
C_4684167486378430,1,好好敷面膜，少熬夜啊呀[赢牛奶]
C_4684167578649939,1,绝绝子
C_4684167805667163,0,的确是救了人，但是手指头故意揩了油，故意放那个位置弄了一下
C_4684167860979514,0,虽然但是，为啥今年价格贵了一半呀[苦涩]
C_4684168263370113,0,一时分不清谁是小白狗🤔
C_4684168397849937,2,五仁吗？
C_4684168569816629,2,为啥同一天在的没偶遇呢
C_4684168620147015,0,听说你们俱乐部小伤绿人家暴吃软饭被挂了六哥
C_4684168669694008,2,兰兰。你不准再说油油是神经病了 你才是哈哈哈哈哈哈
C_4684168723956041,2,来了歪歪
C_4684168984527508,0,可以的甲鱼翻过来了
C_4684169311683861,1,中国好警官
C_4684169436988983,1,那可太好看了
C_4684170074523739,0,昨天被伤害了[苦涩]
C_4684170339290109,2,啊啊啊！
C_4684170682698476,2, 评论配图
C_4684694963097907,0,阿里巴巴，助纣为虐，缩头乌龟，无良公司，欠我工资，何时发放
C_4684695037542492,0,阿里巴巴，助纣为虐，缩头乌龟，无良公司，欠我工资，何时发放
C_4684695117237775,0,阿里巴巴，助纣为虐，缩头乌龟，无良公司，欠我工资，何时发放
C_4684701140779951,0,阿里巴巴，助纣为虐，缩头乌龟，无良公司，欠我工资，何时发放
C_4684701410001116,0,阿里巴巴，助纣为虐，缩头乌龟，无良公司，欠我工资，何时发放
C_4685271063596415,1,太好看了
C_4685271251029570,1,牛的不捞的
C_4685271842688265,1,吾辈当自强
C_4685271901146050,2,@--ylly--
C_4685271901147695,1,宝贝宝贝
C_4685271922641073,2,收到#鞠婧祎[超话]##鞠婧祎#
C_4685271940204702,1,哥太厉害了 恭喜🎉🎊
C_4685271972448782,2,？一个都没听过
C_4685272078091673,1,我家兰兰真可爱
C_4685272140745790,1,辉哥生日快乐吖 三十岁 冲冲冲
C_4685272149920167,1,妹妹比赛加油哦！
C_4685272337617806,1,爱你
C_4685272488347905,0,得过且过。。[苦涩][苦涩]
C_4685272602379262,0,不卡吗 我干皮
C_4685272904895189,2,看我逮到了谁
C_4685272954179771,1,我好喜欢你鸭！！！
C_4685273054842073,1,太美了我淦
C_4685273433114779,1,好美！！！！
C_4685273457233476,0,nonono 请给素素发！
C_4685273486855820,0,应该可以，看起来就不想吃
C_4685273675597879,1,太强了  虽然后面的伴舞是男孩子 但是Lisa比他们力度还要稳
C_4685273843370355,1,哈哈哈哈哈我暂停刚好在这儿
C_4685274044436943,2,这是啥呀，考试吗
C_4685274262538958,1,又可爱又性感，只有绮绮子了
C_4685274276430999,1,看着真香
C_4685274397279460,0,就是他們自己沒本事，沒錢，妒忌別人能買的起，自己買不起用不上
C_4685274414843308,2,腿快点好起来哇 我想正常走路
C_4685274452330902,2,宝
C_4685274511312453,2,小浣熊冲！
C_4685274711855582,1,这手真好看
C_4685274934679511,2,罗根。。。。。
C_4685275018298746,2,[开学季][开学季][开学季]
C_4685275278871312,1,种草啦
C_4685275344929592,2,致敬
C_4685275420692006,2,娜娜需要招新的设计师了
C_4685275474694724,2,你老公在副驾吗
C_4685275487799363,2,什么照片，我很好奇？
C_4685275564082445,1,哥们太猛了
C_4685275710886893,0,两边对比一下。。。韩国真的没什么东西。真淡薄。
C_4685275723208073,1,好好看，姐姐多点营业
C_4685275840645478,0,我老公出差了，我一个人
C_4685275948909822,2,勿忘国耻
C_4685276045382077,2,我今年中秋吃了八个，胖了一斤
C_4685276075000609,0,呜呜呜呜
C_4685276163868319,1,丁丁太优秀了!
C_4685276187989109,1,我有职业理想的 我会勇敢面对所有的困难
C_4685276255881254,1,哈哈
C_4685276519337698,1,漂亮
C_4685276607416163,0,发什么神经
C_4685276653552298,2,复旦快乐吗！！
C_4685276682915721,1,哈哈哈哈哈哈我终于得偿所愿
C_4685276783839933,1,加油
C_4685276864056916,0,我都不知道你为祖国建设做了什么，能有这么多粉丝，从来没关注过你，今天来就是想骂醒年轻人，关心一下正能量的人吧！
C_4685276905999559,2,#伯克利校友# 校友歌手@余佳运Leo 在#湖南卫视中秋之夜# 上的对《他乡》的阐释让人不禁红了眼眶，希望歌曲为身处异乡的大家带来一份温暖~
C_4685277073772175,2,西安西安西安
C_4685277123313762,2,肉嘟嘟
C_4685277149531855,2,@蛙蛙蛙先生哦
C_4685277387556582,1,你现在技术可以啊
C_4685277446801206,2,图6男孩
C_4685277479829843,2,我看成了lhr
C_4685277673559362,2,牛 二胎是女儿
C_4685277844736288,2,依旧历历在目
C_4685277995471878,2,不懂就问，会出书吗？
C_4685278235068946,2,利老师我今天又加班
C_4685278264427280,2,我又来看一遍啦
C_4685278264432128,1,支持一下
C_4685278586867657,0,你回错了 老哥
